scan_id,file_path,type,status,risk,score,sha256,sha256_prev,ssdeep,ssdeep_prev,phash,origin
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/9.JPG,image,intact,ok,100.0,2f8fd0025fb75d78bf3f350d37ee10fa9fb341f11bb429aa96929a5eea218054,2f8fd0025fb75d78bf3f350d37ee10fa9fb341f11bb429aa96929a5eea218054,98304:WaL+HwygLMWByUu0qRbRDsv1GHcYD562SQYg:Wk+HtvWBERJmnYD563QZ,98304:WaL+HwygLMWByUu0qRbRDsv1GHcYD562SQYg:Wk+HtvWBERJmnYD563QZ,d3d1e0660d19bdaa,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/32.JPG,image,intact,ok,100.0,cd28b9b4102e6e2f325aa8b51a4c9a023385f916ecbbfc051a4246d2521289c0,cd28b9b4102e6e2f325aa8b51a4c9a023385f916ecbbfc051a4246d2521289c0,49152:SfgWhjTODlatygtdYKBTbn62Ux3I3lw5vlfra11FNjG+gO421AGt6bqA8/uqefEf:+goTOpao2hE32lw5tfroDxL6bqAWcEac,49152:SfgWhjTODlatygtdYKBTbn62Ux3I3lw5vlfra11FNjG+gO421AGt6bqA8/uqefEf:+goTOpao2hE32lw5tfroDxL6bqAWcEac,952bd46a2fb8831e,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/13.JPG,image,intact,ok,100.0,c6269c5f6cd9b3e359d162ce96fa461ee867104f171bacdfb9cb618f31087865,c6269c5f6cd9b3e359d162ce96fa461ee867104f171bacdfb9cb618f31087865,98304:K4fXRleAHUjIAOdaArQf06XZx9PsPafUs6+WdlsyNbOWFweVv5w4ad:K4fSAU3NOQf06XZzsPaY+8sGUeVhTad,98304:K4fXRleAHUjIAOdaArQf06XZx9PsPafUs6+WdlsyNbOWFweVv5w4ad:K4fSAU3NOQf06XZzsPaY+8sGUeVhTad,83c57c7c12c1af1d,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/35.JPG,image,intact,ok,100.0,8ef35bce00210a1d0fd7a79929737f97a1ed8d96d4dc883773656decf8b1262f,8ef35bce00210a1d0fd7a79929737f97a1ed8d96d4dc883773656decf8b1262f,196608:PS/KbTmK3Sar30hPOcm5ZJ6EU3GsfCKaC:6/4xfyOcmbJtLsfxaC,196608:PS/KbTmK3Sar30hPOcm5ZJ6EU3GsfCKaC:6/4xfyOcmbJtLsfxaC,99c4c7b7662f3811,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/25.JPG,image,intact,ok,100.0,e42398e0e65d8ace86d6fdae62aa57b65f6f902011d450928e02622b2cf00d59,e42398e0e65d8ace86d6fdae62aa57b65f6f902011d450928e02622b2cf00d59,98304:0fzTkFpc3iU16KFGfK4ln+7bedpfF8a0KqOuwCXAMQTmecb:4zTkFpc3QKF34p+nMp9b0KqOurABTmem,98304:0fzTkFpc3iU16KFGfK4ln+7bedpfF8a0KqOuwCXAMQTmecb:4zTkFpc3QKF34p+nMp9b0KqOurABTmem,b489c3ee49f09c71,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/30.JPG,image,intact,ok,100.0,cd5eba227419a2b7cbcb2fb4f76f351e1f0853a68411aa03cbe4545966aaf2c3,cd5eba227419a2b7cbcb2fb4f76f351e1f0853a68411aa03cbe4545966aaf2c3,49152:R2MvT95HvnTratHnm+5oE6Yan/V/vUBOzknNLar6Odx/8DrKXJXXev+xk4AcWaSP:R2MvTvHvqHha/V/vg9oDiYJ8aSgQF,49152:R2MvT95HvnTratHnm+5oE6Yan/V/vUBOzknNLar6Odx/8DrKXJXXev+xk4AcWaSP:R2MvTvHvqHha/V/vg9oDiYJ8aSgQF,f005da162d29dcf5,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/42.JPG,image,intact,ok,100.0,14401634ccf436ac8e92e26bb77e7def5e6345a509b5f65d33d8e9b2a8977b8c,14401634ccf436ac8e92e26bb77e7def5e6345a509b5f65d33d8e9b2a8977b8c,98304:V6MZlvPp77nSsjXlTW+CM9TDen3O+d4AUHTaGc+eq:V62lZ77ccTDM3j0HT6q,98304:V6MZlvPp77nSsjXlTW+CM9TDen3O+d4AUHTaGc+eq:V62lZ77ccTDM3j0HT6q,8d8db2327c4cc3b3,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/24.JPG,image,intact,ok,100.0,ffa454b837ed88f6aebe6497d2b9daabc2fd0b494f3d550885093f3ab80b2be2,ffa454b837ed88f6aebe6497d2b9daabc2fd0b494f3d550885093f3ab80b2be2,196608:7fE70bd28deikpL8JxsuLFxUU536oQ3Uscyaa:QMdTdJfsU536oQ6yT,196608:7fE70bd28deikpL8JxsuLFxUU536oQ3Uscyaa:QMdTdJfsU536oQ6yT,cfe5c2d9e8210eb8,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/14.JPG,image,intact,ok,100.0,9392afa0fab3d106d3a08eb7ddaadf546617349a916f169937907439da12d863,9392afa0fab3d106d3a08eb7ddaadf546617349a916f169937907439da12d863,98304:6GoY3ROZmEmULtiYvEarW76c16rAqbYFFeAxpA0s2QO:BoYsYEmUpJh+16ZYzeZ0sPO,98304:6GoY3ROZmEmULtiYvEarW76c16rAqbYFFeAxpA0s2QO:BoYsYEmUpJh+16ZYzeZ0sPO,a8d47f7e1880c31f,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/2.JPG,image,intact,ok,100.0,9e32dc3b03f83b6fab1d6a9abe52d08b6c58481eae3b44791875650922ca7899,9e32dc3b03f83b6fab1d6a9abe52d08b6c58481eae3b44791875650922ca7899,98304:UmaWLpGvXzBZfqYO/fbZymFCStDScgNEUpE9j/VYIo/t5reDqi4Q4C0NVrNmIkDA:1jWz+xfBFCSMbGwQTWXqDqrQ8ZnzL7,98304:UmaWLpGvXzBZfqYO/fbZymFCStDScgNEUpE9j/VYIo/t5reDqi4Q4C0NVrNmIkDA:1jWz+xfBFCSMbGwQTWXqDqrQ8ZnzL7,b98bb0b3b3c64670,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/39.JPG,image,intact,ok,100.0,9683abe9f36f398fb0fa89c36e7df476040513cf0874f036046d36b4221a9466,9683abe9f36f398fb0fa89c36e7df476040513cf0874f036046d36b4221a9466,49152:lcmpmervB2M9X5biyiiWMKvVfnKEBLYW03QEciQ+fvU+c+E+H2Xe7sW:lhse9l9peoWVNnKEBNUQ5iQwvLK02WsW,49152:lcmpmervB2M9X5biyiiWMKvVfnKEBLYW03QEciQ+fvU+c+E+H2Xe7sW:lhse9l9peoWVNnKEBNUQ5iQwvLK02WsW,c484b8fb7b1c88a7,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/48.JPG,image,intact,ok,100.0,41e9ded82d7f9c01dd05309097853781aa3c0c80da4e85f88b1eb92971116165,41e9ded82d7f9c01dd05309097853781aa3c0c80da4e85f88b1eb92971116165,98304:M2nZHDVo2LSY6LQjVnYsJ4eTSD76Avm7sjJIyqAFBANfW:vZpSYDVnGwk6A+dSUNe,98304:M2nZHDVo2LSY6LQjVnYsJ4eTSD76Avm7sjJIyqAFBANfW:vZpSYDVnGwk6A+dSUNe,9181b3f0d6e64c3d,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/3.JPG,image,intact,ok,100.0,05139ff14fc9d31e9badde2455157d764ebc5ca855dc55e84966b7c74a65891f,05139ff14fc9d31e9badde2455157d764ebc5ca855dc55e84966b7c74a65891f,98304:73VKchKGAN263U8Q7xVRFb7whLxTpWr6A8pd5ZVR+GGADLwS5UjwwRDfE8M8R5uw:7l9KxDQ7L8W5Q1VR+1KbUbfEsK4,98304:73VKchKGAN263U8Q7xVRFb7whLxTpWr6A8pd5ZVR+GGADLwS5UjwwRDfE8M8R5uw:7l9KxDQ7L8W5Q1VR+1KbUbfEsK4,9d9c9c86a6676331,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/45.JPG,image,intact,ok,100.0,4c0df17f27384673e5d57df38ddade0c12dc9d88013b569a83abb0ca92f4af46,4c0df17f27384673e5d57df38ddade0c12dc9d88013b569a83abb0ca92f4af46,98304:Qb3NSUCp5blZ3x7ItAKkkNMdKYWNqPB9KvJs8a6nt:y3cH3letAxk1YWMWu8aU,98304:Qb3NSUCp5blZ3x7ItAKkkNMdKYWNqPB9KvJs8a6nt:y3cH3letAxk1YWMWu8aU,9898e4666f179ab8,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/33.JPG,image,intact,ok,100.0,50594b72cb76b43082621f062da8dd95c24fc8c2aeb6e47f75db548a936605c3,50594b72cb76b43082621f062da8dd95c24fc8c2aeb6e47f75db548a936605c3,49152:UHp2YBCCnvl3pgrXQMLgEWcq0H1I/5Fmn98DDC0FDQXtAeTk2Gbpd5NHjaE:SpfBxl9MLgjf/588P9FDQ9AN2GT5Ff,49152:UHp2YBCCnvl3pgrXQMLgEWcq0H1I/5Fmn98DDC0FDQXtAeTk2Gbpd5NHjaE:SpfBxl9MLgjf/588P9FDQ9AN2GT5Ff,e5092b425b475cd7,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/21.JPG,image,intact,ok,100.0,45126de3b56f661ecab7c1b76e96fbce017359a054e6f2f92a150d953905418e,45126de3b56f661ecab7c1b76e96fbce017359a054e6f2f92a150d953905418e,98304:VweQUwOsFw8bB+sW+z5THCbtd0+DnoE1sIpDC:R9sFr1lWmN4td0+Ln1LDC,98304:VweQUwOsFw8bB+sW+z5THCbtd0+DnoE1sIpDC:R9sFr1lWmN4td0+Ln1LDC,a8aad7958ac4c5ea,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/11.JPG,image,intact,ok,100.0,a0299ab41a3673d72fb2def54597e6f310a6c839e743682e9194a03e4a30cf7e,a0299ab41a3673d72fb2def54597e6f310a6c839e743682e9194a03e4a30cf7e,98304:6VggNq0wyJYaNkqHWyrVV5ugk8kFEUbJuICxS2ECZtrB:6VXNq0lz+yrVughkFE8zCw2ECZpB,98304:6VggNq0wyJYaNkqHWyrVV5ugk8kFEUbJuICxS2ECZtrB:6VXNq0lz+yrVughkFE8zCw2ECZpB,9daee1d2423c1c8f,ai_or_synthetic
6d21ae07-851d-4eec-b2f8-de961e024e4d,/home/devadharshini/Downloads/test1/16.JPG,image,intact,ok,100.0,c5b464b33cee908910f4ae5f83799ec2f0ea7772cae026fa192253dc039546f1,c5b464b33cee908910f4ae5f83799ec2f0ea7772cae026fa192253dc039546f1,49152:nz457W97nRLMaVYPI0mnpnjYf4fuCS83MpkwoQmbiDJMosOK+8fE4:zJrRVVD9jYf42Cj8kwoQJJH/K+O,49152:nz457W97nRLMaVYPI0mnpnjYf4fuCS83MpkwoQmbiDJMosOK+8fE4:zJrRVVD9jYf42Cj8kwoQJJH/K+O,ae93914c3e6517aa,ai_or_synthetic
